_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2014-04-01,2013-05-01,2014-05-01,Seasonally adjusted - current,Total commercial,18434991,18434991
2014-05-01,2013-06-01,2014-06-01,Seasonally adjusted - current,Total commercial,19133155,19133155
2014-06-01,2013-07-01,2014-07-01,Seasonally adjusted - current,Total commercial,18877005,18877005
2014-07-01,2013-08-01,2014-08-01,Seasonally adjusted - current,Total commercial,18136128,18136128
2014-08-01,2013-09-01,2014-09-01,Seasonally adjusted - current,Total commercial,17167086,17167086
2014-09-01,2013-10-01,2014-10-01,Seasonally adjusted - current,Total commercial,19298488,19298488
2015-04-01,2014-05-01,2015-05-01,Seasonally adjusted - current,Total commercial,17648941,17648941
2015-05-01,2014-06-01,2015-06-01,Seasonally adjusted - current,Total commercial,17974541,17974541
2015-06-01,2014-07-01,2015-07-01,Seasonally adjusted - current,Total commercial,18297510,18297510
2015-07-01,2014-08-01,2015-08-01,Seasonally adjusted - current,Total commercial,18897121,18897121
2016-02-01,2015-03-01,2016-03-01,Seasonally adjusted - current,Total commercial,18157779,18157779
2016-03-01,2015-04-01,2016-04-01,Seasonally adjusted - current,Total commercial,18196356,18196356
2016-04-01,2015-05-01,2016-05-01,Seasonally adjusted - current,Total commercial,15957202,15957202
2016-05-01,2015-06-01,2016-06-01,Seasonally adjusted - current,Total commercial,14350732,14350732
2016-06-01,2015-07-01,2016-07-01,Seasonally adjusted - current,Total commercial,14006388,14006388
2016-07-01,2015-08-01,2016-08-01,Seasonally adjusted - current,Total commercial,13972160,13972160
2016-08-01,2015-09-01,2016-09-01,Seasonally adjusted - current,Total commercial,14337999,14337999
2016-09-01,2015-10-01,2016-10-01,Seasonally adjusted - current,Total commercial,14232589,14232589
2016-10-01,2015-11-01,2016-11-01,Seasonally adjusted - current,Total commercial,13409380,13409380
2016-11-01,2015-12-01,2016-12-01,Seasonally adjusted - current,Total commercial,13943174,13943174
2016-12-01,2016-01-01,2017-01-01,Seasonally adjusted - current,Total commercial,14491764,14491764
2017-01-01,2016-02-01,2017-02-01,Seasonally adjusted - current,Total commercial,15806384,15806384
2017-02-01,2016-03-01,2017-03-01,Seasonally adjusted - current,Total commercial,16691187,16691187
2017-03-01,2016-04-01,2017-04-01,Seasonally adjusted - current,Total commercial,17612433,17612433
2017-04-01,2016-05-01,2017-05-01,Seasonally adjusted - current,Total commercial,19923742,19923742
2017-05-01,2016-06-01,2017-06-01,Seasonally adjusted - current,Total commercial,22124885,22124885
2017-06-01,2016-07-01,2017-07-01,Seasonally adjusted - current,Total commercial,24260217,24260217
2017-07-01,2016-08-01,2017-08-01,Seasonally adjusted - current,Total commercial,23900642,23900642
2017-08-01,2016-09-01,2017-09-01,Seasonally adjusted - current,Total commercial,22919200,22919200
2018-01-01,2017-02-01,2018-02-01,Seasonally adjusted - current,Total commercial,26210906,26210906
2018-02-01,2017-03-01,2018-03-01,Seasonally adjusted - current,Total commercial,26781809,26781809
2018-03-01,2017-04-01,2018-04-01,Seasonally adjusted - current,Total commercial,27065735,27065735
2019-01-01,2018-02-01,2019-02-01,Seasonally adjusted - current,Total commercial,22787458,22787458
2019-02-01,2018-03-01,2019-03-01,Seasonally adjusted - current,Total commercial,22040346,22040346
2019-03-01,2018-04-01,2019-04-01,Seasonally adjusted - current,Total commercial,20603412,20603412
2019-04-01,2018-05-01,2019-05-01,Seasonally adjusted - current,Total commercial,19898450,19898450
2019-05-01,2018-06-01,2019-06-01,Seasonally adjusted - current,Total commercial,20077866,20077866
2019-06-01,2018-07-01,2019-07-01,Seasonally adjusted - current,Total commercial,22102473,22102473
2019-07-01,2018-08-01,2019-08-01,Seasonally adjusted - current,Total commercial,23201262,23201262
2019-08-01,2018-09-01,2019-09-01,Seasonally adjusted - current,Total commercial,22891099,22891099
2019-09-01,2018-10-01,2019-10-01,Seasonally adjusted - current,Total commercial,23695813,23695813
2019-10-01,2018-11-01,2019-11-01,Seasonally adjusted - current,Total commercial,24895033,24895033
2020-02-01,2019-03-01,2020-03-01,Seasonally adjusted - current,Total commercial,24692321,24692321
2020-03-01,2019-04-01,2020-04-01,Seasonally adjusted - current,Total commercial,26594105,26594105
2020-04-01,2019-05-01,2020-05-01,Seasonally adjusted - current,Total commercial,26754708,26754708
2020-09-01,2019-10-01,2020-10-01,Seasonally adjusted - current,Total commercial,20575322,20575322
2020-10-01,2019-11-01,2020-11-01,Seasonally adjusted - current,Total commercial,19347655,19347655
2020-11-01,2019-12-01,2020-12-01,Seasonally adjusted - current,Total commercial,17885997,17885997
2020-12-01,2020-01-01,2021-01-01,Seasonally adjusted - current,Total commercial,18206054,18206054
2021-01-01,2020-02-01,2021-02-01,Seasonally adjusted - current,Total commercial,17591451,17591451
2021-02-01,2020-03-01,2021-03-01,Seasonally adjusted - current,Total commercial,16771944,16771944
2021-07-01,2020-08-01,2021-08-01,Seasonally adjusted - current,Total commercial,14656975,14656975
2021-08-01,2020-09-01,2021-09-01,Seasonally adjusted - current,Total commercial,16106678,16106678
2021-09-01,2020-10-01,2021-10-01,Seasonally adjusted - current,Total commercial,18640174,18640174
2021-10-01,2020-11-01,2021-11-01,Seasonally adjusted - current,Total commercial,20154883,20154883
2021-11-01,2020-12-01,2021-12-01,Seasonally adjusted - current,Total commercial,22167727,22167727
2021-12-01,2021-01-01,2022-01-01,Seasonally adjusted - current,Total commercial,24976149,24976149
2022-01-01,2021-02-01,2022-02-01,Seasonally adjusted - current,Total commercial,26471397,26471397
2010-08-01,2009-09-01,2010-09-01,Unadjusted - constant,Total commercial,21414660,21414660
2010-09-01,2009-10-01,2010-10-01,Unadjusted - constant,Total commercial,21114968,21114968
2010-10-01,2009-11-01,2010-11-01,Unadjusted - constant,Total commercial,22844652,22844652
2010-11-01,2009-12-01,2010-12-01,Unadjusted - constant,Total commercial,23073329,23073329
2010-12-01,2010-01-01,2011-01-01,Unadjusted - constant,Total commercial,23241223,23241223
2011-01-01,2010-02-01,2011-02-01,Unadjusted - constant,Total commercial,24276362,24276362
2011-02-01,2010-03-01,2011-03-01,Unadjusted - constant,Total commercial,24908313,24908313
2011-03-01,2010-04-01,2011-04-01,Unadjusted - constant,Total commercial,24620149,24620149
2011-04-01,2010-05-01,2011-05-01,Unadjusted - constant,Total commercial,24305643,24305643
2011-05-01,2010-06-01,2011-06-01,Unadjusted - constant,Total commercial,23108027,23108027
2011-06-01,2010-07-01,2011-07-01,Unadjusted - constant,Total commercial,23085662,23085662
2011-07-01,2010-08-01,2011-08-01,Unadjusted - constant,Total commercial,22974528,22974528
2011-08-01,2010-09-01,2011-09-01,Unadjusted - constant,Total commercial,23842226,23842226
2011-09-01,2010-10-01,2011-10-01,Unadjusted - constant,Total commercial,24587655,24587655
2011-10-01,2010-11-01,2011-11-01,Unadjusted - constant,Total commercial,23714686,23714686
2012-12-01,2012-01-01,2013-01-01,Unadjusted - constant,Total commercial,29950480,29950480
2013-01-01,2012-02-01,2013-02-01,Unadjusted - constant,Total commercial,30141336,30141336
2013-02-01,2012-03-01,2013-03-01,Unadjusted - constant,Total commercial,29699678,29699678
2013-06-01,2012-07-01,2013-07-01,Unadjusted - constant,Total commercial,27061770,27061770
2013-07-01,2012-08-01,2013-08-01,Unadjusted - constant,Total commercial,27790254,27790254
2013-08-01,2012-09-01,2013-09-01,Unadjusted - constant,Total commercial,26341761,26341761
2013-09-01,2012-10-01,2013-10-01,Unadjusted - constant,Total commercial,24032595,24032595
2013-10-01,2012-11-01,2013-11-01,Unadjusted - constant,Total commercial,23747987,23747987
2013-11-01,2012-12-01,2013-12-01,Unadjusted - constant,Total commercial,22548152,22548152
2014-04-01,2013-05-01,2014-05-01,Unadjusted - constant,Total commercial,16557213,16557213
2014-05-01,2013-06-01,2014-06-01,Unadjusted - constant,Total commercial,17246558,17246558
2014-06-01,2013-07-01,2014-07-01,Unadjusted - constant,Total commercial,17462247,17462247
2014-07-01,2013-08-01,2014-08-01,Unadjusted - constant,Total commercial,17284090,17284090
2014-08-01,2013-09-01,2014-09-01,Unadjusted - constant,Total commercial,16738914,16738914
2014-09-01,2013-10-01,2014-10-01,Unadjusted - constant,Total commercial,19160926,19160926
2015-04-01,2014-05-01,2015-05-01,Unadjusted - constant,Total commercial,15582701,15582701
2015-05-01,2014-06-01,2015-06-01,Unadjusted - constant,Total commercial,16018362,16018362
2015-06-01,2014-07-01,2015-07-01,Unadjusted - constant,Total commercial,16687016,16687016
2015-07-01,2014-08-01,2015-08-01,Unadjusted - constant,Total commercial,17813906,17813906
2016-02-01,2015-03-01,2016-03-01,Unadjusted - constant,Total commercial,17088805,17088805
2016-03-01,2015-04-01,2016-04-01,Unadjusted - constant,Total commercial,16374306,16374306
2016-04-01,2015-05-01,2016-05-01,Unadjusted - constant,Total commercial,13862215,13862215
2016-05-01,2015-06-01,2016-06-01,Unadjusted - constant,Total commercial,12439467,12439467
2016-06-01,2015-07-01,2016-07-01,Unadjusted - constant,Total commercial,12500159,12500159
2016-07-01,2015-08-01,2016-08-01,Unadjusted - constant,Total commercial,13071954,13071954
2016-08-01,2015-09-01,2016-09-01,Unadjusted - constant,Total commercial,13820410,13820410
2016-09-01,2015-10-01,2016-10-01,Unadjusted - constant,Total commercial,14342476,14342476
2016-10-01,2015-11-01,2016-11-01,Unadjusted - constant,Total commercial,13705119,13705119
2016-11-01,2015-12-01,2016-12-01,Unadjusted - constant,Total commercial,14228899,14228899
2016-12-01,2016-01-01,2017-01-01,Unadjusted - constant,Total commercial,14117308,14117308
2017-01-01,2016-02-01,2017-02-01,Unadjusted - constant,Total commercial,15346435,15346435
2017-02-01,2016-03-01,2017-03-01,Unadjusted - constant,Total commercial,15428317,15428317
2017-03-01,2016-04-01,2017-04-01,Unadjusted - constant,Total commercial,15648424,15648424
2017-04-01,2016-05-01,2017-05-01,Unadjusted - constant,Total commercial,17474895,17474895
2017-05-01,2016-06-01,2017-06-01,Unadjusted - constant,Total commercial,19453148,19453148
2017-06-01,2016-07-01,2017-07-01,Unadjusted - constant,Total commercial,21707710,21707710
2017-07-01,2016-08-01,2017-08-01,Unadjusted - constant,Total commercial,22022032,22022032
2017-08-01,2016-09-01,2017-09-01,Unadjusted - constant,Total commercial,21539052,21539052
2018-01-01,2017-02-01,2018-02-01,Unadjusted - constant,Total commercial,24333362,24333362
2018-02-01,2017-03-01,2018-03-01,Unadjusted - constant,Total commercial,24206536,24206536
2018-03-01,2017-04-01,2018-04-01,Unadjusted - constant,Total commercial,23695861,23695861
2019-01-01,2018-02-01,2019-02-01,Unadjusted - constant,Total commercial,20229354,20229354
2019-02-01,2018-03-01,2019-03-01,Unadjusted - constant,Total commercial,18945158,18945158
2019-03-01,2018-04-01,2019-04-01,Unadjusted - constant,Total commercial,17333035,17333035
2019-04-01,2018-05-01,2019-05-01,Unadjusted - constant,Total commercial,16655904,16655904
2019-05-01,2018-06-01,2019-06-01,Unadjusted - constant,Total commercial,16417627,16417627
2019-06-01,2018-07-01,2019-07-01,Unadjusted - constant,Total commercial,18577018,18577018
2019-07-01,2018-08-01,2019-08-01,Unadjusted - constant,Total commercial,20708039,20708039
2019-08-01,2018-09-01,2019-09-01,Unadjusted - constant,Total commercial,20543149,20543149
2019-09-01,2018-10-01,2019-10-01,Unadjusted - constant,Total commercial,21453533,21453533
2019-10-01,2018-11-01,2019-11-01,Unadjusted - constant,Total commercial,22601284,22601284
2020-02-01,2019-03-01,2020-03-01,Unadjusted - constant,Total commercial,20924924,20924924
2020-03-01,2019-04-01,2020-04-01,Unadjusted - constant,Total commercial,22355498,22355498
2020-04-01,2019-05-01,2020-05-01,Unadjusted - constant,Total commercial,22438084,22438084
2020-09-01,2019-10-01,2020-10-01,Unadjusted - constant,Total commercial,18150228,18150228
2020-10-01,2019-11-01,2020-11-01,Unadjusted - constant,Total commercial,17321917,17321917
2020-11-01,2019-12-01,2020-12-01,Unadjusted - constant,Total commercial,16429860,16429860
2020-12-01,2020-01-01,2021-01-01,Unadjusted - constant,Total commercial,15875189,15875189
2021-01-01,2020-02-01,2021-02-01,Unadjusted - constant,Total commercial,14900788,14900788
2021-02-01,2020-03-01,2021-03-01,Unadjusted - constant,Total commercial,13661187,13661187
2021-04-01,2020-05-01,2021-05-01,Unadjusted - constant,Total commercial,11387504,11387504
2021-05-01,2020-06-01,2021-06-01,Unadjusted - constant,Total commercial,10610474,10610474
2021-07-01,2020-08-01,2021-08-01,Unadjusted - constant,Total commercial,11356007,11356007
2021-08-01,2020-09-01,2021-09-01,Unadjusted - constant,Total commercial,12724709,12724709
2021-09-01,2020-10-01,2021-10-01,Unadjusted - constant,Total commercial,14599763,14599763
2021-10-01,2020-11-01,2021-11-01,Unadjusted - constant,Total commercial,15958002,15958002
2021-11-01,2020-12-01,2021-12-01,Unadjusted - constant,Total commercial,17939294,17939294
2021-12-01,2021-01-01,2022-01-01,Unadjusted - constant,Total commercial,20573924,20573924
2022-01-01,2021-02-01,2022-02-01,Unadjusted - constant,Total commercial,21486245,21486245
2010-08-01,2009-09-01,2010-09-01,Unadjusted - current,Total commercial,20515244,20515244
2010-09-01,2009-10-01,2010-10-01,Unadjusted - current,Total commercial,20270370,20270370
2010-10-01,2009-11-01,2010-11-01,Unadjusted - current,Total commercial,21930866,21930866
2010-11-01,2009-12-01,2010-12-01,Unadjusted - current,Total commercial,22150396,22150396
2010-12-01,2010-01-01,2011-01-01,Unadjusted - current,Total commercial,22543987,22543987
2011-01-01,2010-02-01,2011-02-01,Unadjusted - current,Total commercial,23548071,23548071
2011-02-01,2010-03-01,2011-03-01,Unadjusted - current,Total commercial,24161064,24161064
2011-03-01,2010-04-01,2011-04-01,Unadjusted - current,Total commercial,24103125,24103125
2011-04-01,2010-05-01,2011-05-01,Unadjusted - current,Total commercial,23795224,23795224
2011-05-01,2010-06-01,2011-06-01,Unadjusted - current,Total commercial,22622759,22622759
2011-06-01,2010-07-01,2011-07-01,Unadjusted - current,Total commercial,22670120,22670120
2011-07-01,2010-08-01,2011-08-01,Unadjusted - current,Total commercial,22560986,22560986
2011-08-01,2010-09-01,2011-09-01,Unadjusted - current,Total commercial,23413066,23413066
2011-09-01,2010-10-01,2011-10-01,Unadjusted - current,Total commercial,24218841,24218841
2011-10-01,2010-11-01,2011-11-01,Unadjusted - current,Total commercial,23358966,23358966
2012-12-01,2012-01-01,2013-01-01,Unadjusted - current,Total commercial,30160134,30160134
2013-01-01,2012-02-01,2013-02-01,Unadjusted - current,Total commercial,30352325,30352325
2013-02-01,2012-03-01,2013-03-01,Unadjusted - current,Total commercial,29907576,29907576
2013-06-01,2012-07-01,2013-07-01,Unadjusted - current,Total commercial,27440635,27440635
2013-07-01,2012-08-01,2013-08-01,Unadjusted - current,Total commercial,28179317,28179317
2013-08-01,2012-09-01,2013-09-01,Unadjusted - current,Total commercial,26710546,26710546
2013-09-01,2012-10-01,2013-10-01,Unadjusted - current,Total commercial,24369051,24369051
2013-10-01,2012-11-01,2013-11-01,Unadjusted - current,Total commercial,24080459,24080459
2013-11-01,2012-12-01,2013-12-01,Unadjusted - current,Total commercial,22863826,22863826
2014-04-01,2013-05-01,2014-05-01,Unadjusted - current,Total commercial,17103601,17103601
2014-05-01,2013-06-01,2014-06-01,Unadjusted - current,Total commercial,17815695,17815695
2014-06-01,2013-07-01,2014-07-01,Unadjusted - current,Total commercial,18073426,18073426
2014-07-01,2013-08-01,2014-08-01,Unadjusted - current,Total commercial,17889034,17889034
2014-08-01,2013-09-01,2014-09-01,Unadjusted - current,Total commercial,17324776,17324776
2014-09-01,2013-10-01,2014-10-01,Unadjusted - current,Total commercial,19812397,19812397
2015-04-01,2014-05-01,2015-05-01,Unadjusted - current,Total commercial,16283923,16283923
2015-05-01,2014-06-01,2015-06-01,Unadjusted - current,Total commercial,16739189,16739189
2015-06-01,2014-07-01,2015-07-01,Unadjusted - current,Total commercial,17504680,17504680
2015-07-01,2014-08-01,2015-08-01,Unadjusted - current,Total commercial,18686787,18686787
2016-02-01,2015-03-01,2016-03-01,Unadjusted - current,Total commercial,17960334,17960334
2016-03-01,2015-04-01,2016-04-01,Unadjusted - current,Total commercial,17291267,17291267
2016-04-01,2015-05-01,2016-05-01,Unadjusted - current,Total commercial,14638499,14638499
2016-05-01,2015-06-01,2016-06-01,Unadjusted - current,Total commercial,13136078,13136078
2016-06-01,2015-07-01,2016-07-01,Unadjusted - current,Total commercial,13212669,13212669
2016-07-01,2015-08-01,2016-08-01,Unadjusted - current,Total commercial,13817055,13817055
2016-08-01,2015-09-01,2016-09-01,Unadjusted - current,Total commercial,14608173,14608173
2016-09-01,2015-10-01,2016-10-01,Unadjusted - current,Total commercial,15159997,15159997
2016-10-01,2015-11-01,2016-11-01,Unadjusted - current,Total commercial,14486311,14486311
2016-11-01,2015-12-01,2016-12-01,Unadjusted - current,Total commercial,15039946,15039946
2016-12-01,2016-01-01,2017-01-01,Unadjusted - current,Total commercial,15041188,15041188
2017-01-01,2016-02-01,2017-02-01,Unadjusted - current,Total commercial,16352804,16352804
2017-02-01,2016-03-01,2017-03-01,Unadjusted - current,Total commercial,16444199,16444199
2017-03-01,2016-04-01,2017-04-01,Unadjusted - current,Total commercial,16765762,16765762
2017-04-01,2016-05-01,2017-05-01,Unadjusted - current,Total commercial,18724273,18724273
2017-05-01,2016-06-01,2017-06-01,Unadjusted - current,Total commercial,20844184,20844184
2017-06-01,2016-07-01,2017-07-01,Unadjusted - current,Total commercial,23420828,23420828
2017-07-01,2016-08-01,2017-08-01,Unadjusted - current,Total commercial,23756901,23756901
2017-08-01,2016-09-01,2017-09-01,Unadjusted - current,Total commercial,23233320,23233320
2018-01-01,2017-02-01,2018-02-01,Unadjusted - current,Total commercial,26541087,26541087
2018-02-01,2017-03-01,2018-03-01,Unadjusted - current,Total commercial,26403240,26403240
2018-03-01,2017-04-01,2018-04-01,Unadjusted - current,Total commercial,26103830,26103830
2019-01-01,2018-02-01,2019-02-01,Unadjusted - current,Total commercial,22969038,22969038
2019-02-01,2018-03-01,2019-03-01,Unadjusted - current,Total commercial,21509728,21509728
2019-03-01,2018-04-01,2019-04-01,Unadjusted - current,Total commercial,19734371,19734371
2019-04-01,2018-05-01,2019-05-01,Unadjusted - current,Total commercial,18968191,18968191
2019-05-01,2018-06-01,2019-06-01,Unadjusted - current,Total commercial,18698050,18698050
2019-06-01,2018-07-01,2019-07-01,Unadjusted - current,Total commercial,21209329,21209329
2019-07-01,2018-08-01,2019-08-01,Unadjusted - current,Total commercial,23635750,23635750
2019-08-01,2018-09-01,2019-09-01,Unadjusted - current,Total commercial,23444129,23444129
2019-09-01,2018-10-01,2019-10-01,Unadjusted - current,Total commercial,24527681,24527681
2019-10-01,2018-11-01,2019-11-01,Unadjusted - current,Total commercial,25835934,25835934
2020-02-01,2019-03-01,2020-03-01,Unadjusted - current,Total commercial,24019879,24019879
2020-03-01,2019-04-01,2020-04-01,Unadjusted - current,Total commercial,25806641,25806641
2020-04-01,2019-05-01,2020-05-01,Unadjusted - current,Total commercial,25896708,25896708
2020-09-01,2019-10-01,2020-10-01,Unadjusted - current,Total commercial,21305181,21305181
2020-10-01,2019-11-01,2020-11-01,Unadjusted - current,Total commercial,20332152,20332152
2020-11-01,2019-12-01,2020-12-01,Unadjusted - current,Total commercial,19283514,19283514
2020-12-01,2020-01-01,2021-01-01,Unadjusted - current,Total commercial,18807415,18807415
2021-01-01,2020-02-01,2021-02-01,Unadjusted - current,Total commercial,17657517,17657517
2021-02-01,2020-03-01,2021-03-01,Unadjusted - current,Total commercial,16190305,16190305
2021-03-01,2020-04-01,2021-04-01,Unadjusted - current,Total commercial,15222201,15222201
2021-04-01,2020-05-01,2021-05-01,Unadjusted - current,Total commercial,13973649,13973649
2021-05-01,2020-06-01,2021-06-01,Unadjusted - current,Total commercial,13016167,13016167
2021-06-01,2020-07-01,2021-07-01,Unadjusted - current,Total commercial,13906127,13906127
2021-07-01,2020-08-01,2021-08-01,Unadjusted - current,Total commercial,14308548,14308548
2021-08-01,2020-09-01,2021-09-01,Unadjusted - current,Total commercial,16041567,16041567
2021-09-01,2020-10-01,2021-10-01,Unadjusted - current,Total commercial,18821880,18821880
2021-10-01,2020-11-01,2021-11-01,Unadjusted - current,Total commercial,20582226,20582226
2021-11-01,2020-12-01,2021-12-01,Unadjusted - current,Total commercial,23188557,23188557
2021-12-01,2021-01-01,2022-01-01,Unadjusted - current,Total commercial,26597314,26597314
2022-01-01,2021-02-01,2022-02-01,Unadjusted - current,Total commercial,27762344,27762344
2010-09-01,2009-10-01,2010-10-01,Seasonally adjusted - constant,Total industrial,4028166,4028166
2010-10-01,2009-11-01,2010-11-01,Seasonally adjusted - constant,Total industrial,3803036,3803036
2010-11-01,2009-12-01,2010-12-01,Seasonally adjusted - constant,Total industrial,3462023,3462023
2010-12-01,2010-01-01,2011-01-01,Seasonally adjusted - constant,Total industrial,3144375,3144375
2011-01-01,2010-02-01,2011-02-01,Seasonally adjusted - constant,Total industrial,2964996,2964996
2011-02-01,2010-03-01,2011-03-01,Seasonally adjusted - constant,Total industrial,2685958,2685958
2011-03-01,2010-04-01,2011-04-01,Seasonally adjusted - constant,Total industrial,2349450,2349450
2011-04-01,2010-05-01,2011-05-01,Seasonally adjusted - constant,Total industrial,2052715,2052715
2011-05-01,2010-06-01,2011-06-01,Seasonally adjusted - constant,Total industrial,2102634,2102634
2011-06-01,2010-07-01,2011-07-01,Seasonally adjusted - constant,Total industrial,2194847,2194847
2011-07-01,2010-08-01,2011-08-01,Seasonally adjusted - constant,Total industrial,2037784,2037784
2011-08-01,2010-09-01,2011-09-01,Seasonally adjusted - constant,Total industrial,2000461,2000461
2011-09-01,2010-10-01,2011-10-01,Seasonally adjusted - constant,Total industrial,1965584,1965584
2011-10-01,2010-11-01,2011-11-01,Seasonally adjusted - constant,Total industrial,2039597,2039597
2012-12-01,2012-01-01,2013-01-01,Seasonally adjusted - constant,Total industrial,4399590,4399590
2013-01-01,2012-02-01,2013-02-01,Seasonally adjusted - constant,Total industrial,3854408,3854408
2013-02-01,2012-03-01,2013-03-01,Seasonally adjusted - constant,Total industrial,3807484,3807484
2013-06-01,2012-07-01,2013-07-01,Seasonally adjusted - constant,Total industrial,3439193,3439193
2013-07-01,2012-08-01,2013-08-01,Seasonally adjusted - constant,Total industrial,4137362,4137362
2013-08-01,2012-09-01,2013-09-01,Seasonally adjusted - constant,Total industrial,4590122,4590122
2013-09-01,2012-10-01,2013-10-01,Seasonally adjusted - constant,Total industrial,4501096,4501096
2013-10-01,2012-11-01,2013-11-01,Seasonally adjusted - constant,Total industrial,4190327,4190327
2013-11-01,2012-12-01,2013-12-01,Seasonally adjusted - constant,Total industrial,3905866,3905866
2014-04-01,2013-05-01,2014-05-01,Seasonally adjusted - constant,Total industrial,3087004,3087004
2014-05-01,2013-06-01,2014-06-01,Seasonally adjusted - constant,Total industrial,3231021,3231021
2014-06-01,2013-07-01,2014-07-01,Seasonally adjusted - constant,Total industrial,3298922,3298922
2014-07-01,2013-08-01,2014-08-01,Seasonally adjusted - constant,Total industrial,3285163,3285163
2014-08-01,2013-09-01,2014-09-01,Seasonally adjusted - constant,Total industrial,3535376,3535376
2014-09-01,2013-10-01,2014-10-01,Seasonally adjusted - constant,Total industrial,3537756,3537756
2015-04-01,2014-05-01,2015-05-01,Seasonally adjusted - constant,Total industrial,3081464,3081464
2015-05-01,2014-06-01,2015-06-01,Seasonally adjusted - constant,Total industrial,3033496,3033496
2015-06-01,2014-07-01,2015-07-01,Seasonally adjusted - constant,Total industrial,2932659,2932659
2015-07-01,2014-08-01,2015-08-01,Seasonally adjusted - constant,Total industrial,3105803,3105803
2016-02-01,2015-03-01,2016-03-01,Seasonally adjusted - constant,Total industrial,2494131,2494131
2016-03-01,2015-04-01,2016-04-01,Seasonally adjusted - constant,Total industrial,2242636,2242636
2016-04-01,2015-05-01,2016-05-01,Seasonally adjusted - constant,Total industrial,1928550,1928550
2016-05-01,2015-06-01,2016-06-01,Seasonally adjusted - constant,Total industrial,1670691,1670691
2016-06-01,2015-07-01,2016-07-01,Seasonally adjusted - constant,Total industrial,1402769,1402769
2016-07-01,2015-08-01,2016-08-01,Seasonally adjusted - constant,Total industrial,1196188,1196188
2016-08-01,2015-09-01,2016-09-01,Seasonally adjusted - constant,Total industrial,1122728,1122728
2016-09-01,2015-10-01,2016-10-01,Seasonally adjusted - constant,Total industrial,1151005,1151005
2016-10-01,2015-11-01,2016-11-01,Seasonally adjusted - constant,Total industrial,1092392,1092392
2016-11-01,2015-12-01,2016-12-01,Seasonally adjusted - constant,Total industrial,1199007,1199007
2016-12-01,2016-01-01,2017-01-01,Seasonally adjusted - constant,Total industrial,1366453,1366453
2017-01-01,2016-02-01,2017-02-01,Seasonally adjusted - constant,Total industrial,1861853,1861853
2017-02-01,2016-03-01,2017-03-01,Seasonally adjusted - constant,Total industrial,2103102,2103102
2017-03-01,2016-04-01,2017-04-01,Seasonally adjusted - constant,Total industrial,2059320,2059320
2017-04-01,2016-05-01,2017-05-01,Seasonally adjusted - constant,Total industrial,2222765,2222765
2017-05-01,2016-06-01,2017-06-01,Seasonally adjusted - constant,Total industrial,2190548,2190548
2017-06-01,2016-07-01,2017-07-01,Seasonally adjusted - constant,Total industrial,2655168,2655168
2017-07-01,2016-08-01,2017-08-01,Seasonally adjusted - constant,Total industrial,2793219,2793219
2017-08-01,2016-09-01,2017-09-01,Seasonally adjusted - constant,Total industrial,2418502,2418502
2018-01-01,2017-02-01,2018-02-01,Seasonally adjusted - constant,Total industrial,2129174,2129174
2018-02-01,2017-03-01,2018-03-01,Seasonally adjusted - constant,Total industrial,1768901,1768901
2018-03-01,2017-04-01,2018-04-01,Seasonally adjusted - constant,Total industrial,1528324,1528324
2019-01-01,2018-02-01,2019-02-01,Seasonally adjusted - constant,Total industrial,2140475,2140475
2019-02-01,2018-03-01,2019-03-01,Seasonally adjusted - constant,Total industrial,2108201,2108201
2019-03-01,2018-04-01,2019-04-01,Seasonally adjusted - constant,Total industrial,2016468,2016468
2019-04-01,2018-05-01,2019-05-01,Seasonally adjusted - constant,Total industrial,1930075,1930075
2019-05-01,2018-06-01,2019-06-01,Seasonally adjusted - constant,Total industrial,1937673,1937673
2019-06-01,2018-07-01,2019-07-01,Seasonally adjusted - constant,Total industrial,1852972,1852972
2019-07-01,2018-08-01,2019-08-01,Seasonally adjusted - constant,Total industrial,1746142,1746142
2019-08-01,2018-09-01,2019-09-01,Seasonally adjusted - constant,Total industrial,1633497,1633497
2019-09-01,2018-10-01,2019-10-01,Seasonally adjusted - constant,Total industrial,1552589,1552589
2019-10-01,2018-11-01,2019-11-01,Seasonally adjusted - constant,Total industrial,1561680,1561680
2020-02-01,2019-03-01,2020-03-01,Seasonally adjusted - constant,Total industrial,1027129,1027129
2020-03-01,2019-04-01,2020-04-01,Seasonally adjusted - constant,Total industrial,1218431,1218431
2020-04-01,2019-05-01,2020-05-01,Seasonally adjusted - constant,Total industrial,1282360,1282360
2020-09-01,2019-10-01,2020-10-01,Seasonally adjusted - constant,Total industrial,1919323,1919323
2020-10-01,2019-11-01,2020-11-01,Seasonally adjusted - constant,Total industrial,1916369,1916369
2020-11-01,2019-12-01,2020-12-01,Seasonally adjusted - constant,Total industrial,2091202,2091202
2020-12-01,2020-01-01,2021-01-01,Seasonally adjusted - constant,Total industrial,2094427,2094427
2021-01-01,2020-02-01,2021-02-01,Seasonally adjusted - constant,Total industrial,2077940,2077940
2021-02-01,2020-03-01,2021-03-01,Seasonally adjusted - constant,Total industrial,1951933,1951933
2021-07-01,2020-08-01,2021-08-01,Seasonally adjusted - constant,Total industrial,4153970,4153970
2021-08-01,2020-09-01,2021-09-01,Seasonally adjusted - constant,Total industrial,3687824,3687824
