_previousMonth,_previousYear,Date,Industry (NAICS),_changeCalc,_valueConnector,Persons
July 2008,August 2007,2008-08-01,"Information, culture and recreation",12,11200,11200
August 2008,September 2007,2008-09-01,"Information, culture and recreation",12,10600,10600
September 2008,October 2007,2008-10-01,"Information, culture and recreation",12,9700,9700
October 2008,November 2007,2008-11-01,"Information, culture and recreation",12,9200,9200
November 2008,December 2007,2008-12-01,"Information, culture and recreation",12,9400,9400
December 2008,January 2008,2009-01-01,"Information, culture and recreation",12,9700,9700
January 2009,February 2008,2009-02-01,"Information, culture and recreation",12,9600,9600
February 2009,March 2008,2009-03-01,"Information, culture and recreation",12,9600,9600
March 2009,April 2008,2009-04-01,"Information, culture and recreation",12,9500,9500
April 2009,May 2008,2009-05-01,"Information, culture and recreation",12,9700,9700
May 2009,June 2008,2009-06-01,"Information, culture and recreation",12,9500,9500
June 2009,July 2008,2009-07-01,"Information, culture and recreation",12,9100,9100
July 2009,August 2008,2009-08-01,"Information, culture and recreation",12,8700,8700
August 2009,September 2008,2009-09-01,"Information, culture and recreation",12,8600,8600
September 2009,October 2008,2009-10-01,"Information, culture and recreation",12,9100,9100
October 2009,November 2008,2009-11-01,"Information, culture and recreation",12,9400,9400
November 2009,December 2008,2009-12-01,"Information, culture and recreation",12,9300,9300
December 2009,January 2009,2010-01-01,"Information, culture and recreation",12,9300,9300
January 2010,February 2009,2010-02-01,"Information, culture and recreation",12,9200,9200
February 2010,March 2009,2010-03-01,"Information, culture and recreation",12,9900,9900
March 2010,April 2009,2010-04-01,"Information, culture and recreation",12,10300,10300
April 2010,May 2009,2010-05-01,"Information, culture and recreation",12,11600,11600
May 2010,June 2009,2010-06-01,"Information, culture and recreation",12,12300,12300
June 2010,July 2009,2010-07-01,"Information, culture and recreation",12,12900,12900
July 2010,August 2009,2010-08-01,"Information, culture and recreation",12,12800,12800
August 2010,September 2009,2010-09-01,"Information, culture and recreation",12,12500,12500
September 2010,October 2009,2010-10-01,"Information, culture and recreation",12,12200,12200
October 2010,November 2009,2010-11-01,"Information, culture and recreation",12,11400,11400
November 2010,December 2009,2010-12-01,"Information, culture and recreation",12,10800,10800
December 2010,January 2010,2011-01-01,"Information, culture and recreation",12,10400,10400
January 2011,February 2010,2011-02-01,"Information, culture and recreation",12,10400,10400
February 2011,March 2010,2011-03-01,"Information, culture and recreation",12,10700,10700
March 2011,April 2010,2011-04-01,"Information, culture and recreation",12,10700,10700
April 2011,May 2010,2011-05-01,"Information, culture and recreation",12,10500,10500
May 2011,June 2010,2011-06-01,"Information, culture and recreation",12,10100,10100
June 2011,July 2010,2011-07-01,"Information, culture and recreation",12,10300,10300
July 2011,August 2010,2011-08-01,"Information, culture and recreation",12,10600,10600
August 2011,September 2010,2011-09-01,"Information, culture and recreation",12,10600,10600
September 2011,October 2010,2011-10-01,"Information, culture and recreation",12,10300,10300
October 2011,November 2010,2011-11-01,"Information, culture and recreation",12,10200,10200
November 2011,December 2010,2011-12-01,"Information, culture and recreation",12,10500,10500
December 2011,January 2011,2012-01-01,"Information, culture and recreation",12,11200,11200
January 2012,February 2011,2012-02-01,"Information, culture and recreation",12,11700,11700
February 2012,March 2011,2012-03-01,"Information, culture and recreation",12,12000,12000
March 2012,April 2011,2012-04-01,"Information, culture and recreation",12,12000,12000
April 2012,May 2011,2012-05-01,"Information, culture and recreation",12,12400,12400
May 2012,June 2011,2012-06-01,"Information, culture and recreation",12,12400,12400
June 2012,July 2011,2012-07-01,"Information, culture and recreation",12,12300,12300
July 2012,August 2011,2012-08-01,"Information, culture and recreation",12,12200,12200
August 2012,September 2011,2012-09-01,"Information, culture and recreation",12,11700,11700
September 2012,October 2011,2012-10-01,"Information, culture and recreation",12,11500,11500
October 2012,November 2011,2012-11-01,"Information, culture and recreation",12,10800,10800
November 2012,December 2011,2012-12-01,"Information, culture and recreation",12,10300,10300
December 2012,January 2012,2013-01-01,"Information, culture and recreation",12,9900,9900
January 2013,February 2012,2013-02-01,"Information, culture and recreation",12,9700,9700
February 2013,March 2012,2013-03-01,"Information, culture and recreation",12,10100,10100
March 2013,April 2012,2013-04-01,"Information, culture and recreation",12,10000,10000
April 2013,May 2012,2013-05-01,"Information, culture and recreation",12,10300,10300
May 2013,June 2012,2013-06-01,"Information, culture and recreation",12,10300,10300
June 2013,July 2012,2013-07-01,"Information, culture and recreation",12,10900,10900
July 2013,August 2012,2013-08-01,"Information, culture and recreation",12,11000,11000
August 2013,September 2012,2013-09-01,"Information, culture and recreation",12,10500,10500
September 2013,October 2012,2013-10-01,"Information, culture and recreation",12,9700,9700
October 2013,November 2012,2013-11-01,"Information, culture and recreation",12,9000,9000
November 2013,December 2012,2013-12-01,"Information, culture and recreation",12,9300,9300
December 2013,January 2013,2014-01-01,"Information, culture and recreation",12,9500,9500
January 2014,February 2013,2014-02-01,"Information, culture and recreation",12,10200,10200
February 2014,March 2013,2014-03-01,"Information, culture and recreation",12,10500,10500
March 2014,April 2013,2014-04-01,"Information, culture and recreation",12,11000,11000
April 2014,May 2013,2014-05-01,"Information, culture and recreation",12,10900,10900
May 2014,June 2013,2014-06-01,"Information, culture and recreation",12,11200,11200
June 2014,July 2013,2014-07-01,"Information, culture and recreation",12,12100,12100
July 2014,August 2013,2014-08-01,"Information, culture and recreation",12,12800,12800
August 2014,September 2013,2014-09-01,"Information, culture and recreation",12,12900,12900
September 2014,October 2013,2014-10-01,"Information, culture and recreation",12,12100,12100
October 2014,November 2013,2014-11-01,"Information, culture and recreation",12,11700,11700
November 2014,December 2013,2014-12-01,"Information, culture and recreation",12,11500,11500
December 2014,January 2014,2015-01-01,"Information, culture and recreation",12,11500,11500
January 2015,February 2014,2015-02-01,"Information, culture and recreation",12,11000,11000
February 2015,March 2014,2015-03-01,"Information, culture and recreation",12,10700,10700
March 2015,April 2014,2015-04-01,"Information, culture and recreation",12,10100,10100
April 2015,May 2014,2015-05-01,"Information, culture and recreation",12,10100,10100
May 2015,June 2014,2015-06-01,"Information, culture and recreation",12,9800,9800
June 2015,July 2014,2015-07-01,"Information, culture and recreation",12,10300,10300
July 2015,August 2014,2015-08-01,"Information, culture and recreation",12,10900,10900
August 2015,September 2014,2015-09-01,"Information, culture and recreation",12,10800,10800
September 2015,October 2014,2015-10-01,"Information, culture and recreation",12,10000,10000
October 2015,November 2014,2015-11-01,"Information, culture and recreation",12,9000,9000
November 2015,December 2014,2015-12-01,"Information, culture and recreation",12,8500,8500
December 2015,January 2015,2016-01-01,"Information, culture and recreation",12,7900,7900
January 2016,February 2015,2016-02-01,"Information, culture and recreation",12,7700,7700
February 2016,March 2015,2016-03-01,"Information, culture and recreation",12,7300,7300
March 2016,April 2015,2016-04-01,"Information, culture and recreation",12,7100,7100
April 2016,May 2015,2016-05-01,"Information, culture and recreation",12,7200,7200
May 2016,June 2015,2016-06-01,"Information, culture and recreation",12,7900,7900
June 2016,July 2015,2016-07-01,"Information, culture and recreation",12,9000,9000
July 2016,August 2015,2016-08-01,"Information, culture and recreation",12,9400,9400
August 2016,September 2015,2016-09-01,"Information, culture and recreation",12,9100,9100
September 2016,October 2015,2016-10-01,"Information, culture and recreation",12,9100,9100
October 2016,November 2015,2016-11-01,"Information, culture and recreation",12,9000,9000
November 2016,December 2015,2016-12-01,"Information, culture and recreation",12,8600,8600
December 2016,January 2016,2017-01-01,"Information, culture and recreation",12,8000,8000
January 2017,February 2016,2017-02-01,"Information, culture and recreation",12,7600,7600
February 2017,March 2016,2017-03-01,"Information, culture and recreation",12,7500,7500
March 2017,April 2016,2017-04-01,"Information, culture and recreation",12,7900,7900
April 2017,May 2016,2017-05-01,"Information, culture and recreation",12,8100,8100
May 2017,June 2016,2017-06-01,"Information, culture and recreation",12,8400,8400
June 2017,July 2016,2017-07-01,"Information, culture and recreation",12,8600,8600
July 2017,August 2016,2017-08-01,"Information, culture and recreation",12,9200,9200
August 2017,September 2016,2017-09-01,"Information, culture and recreation",12,9500,9500
September 2017,October 2016,2017-10-01,"Information, culture and recreation",12,9300,9300
October 2017,November 2016,2017-11-01,"Information, culture and recreation",12,9100,9100
November 2017,December 2016,2017-12-01,"Information, culture and recreation",12,9600,9600
December 2017,January 2017,2018-01-01,"Information, culture and recreation",12,9800,9800
January 2018,February 2017,2018-02-01,"Information, culture and recreation",12,10200,10200
February 2018,March 2017,2018-03-01,"Information, culture and recreation",12,10500,10500
March 2018,April 2017,2018-04-01,"Information, culture and recreation",12,11200,11200
April 2018,May 2017,2018-05-01,"Information, culture and recreation",12,11600,11600
May 2018,June 2017,2018-06-01,"Information, culture and recreation",12,11300,11300
June 2018,July 2017,2018-07-01,"Information, culture and recreation",12,11600,11600
July 2018,August 2017,2018-08-01,"Information, culture and recreation",12,11500,11500
August 2018,September 2017,2018-09-01,"Information, culture and recreation",12,11600,11600
September 2018,October 2017,2018-10-01,"Information, culture and recreation",12,11200,11200
October 2018,November 2017,2018-11-01,"Information, culture and recreation",12,10900,10900
November 2018,December 2017,2018-12-01,"Information, culture and recreation",12,10800,10800
December 2018,January 2018,2019-01-01,"Information, culture and recreation",12,10600,10600
January 2019,February 2018,2019-02-01,"Information, culture and recreation",12,10600,10600
February 2019,March 2018,2019-03-01,"Information, culture and recreation",12,10300,10300
March 2019,April 2018,2019-04-01,"Information, culture and recreation",12,10300,10300
April 2019,May 2018,2019-05-01,"Information, culture and recreation",12,10400,10400
May 2019,June 2018,2019-06-01,"Information, culture and recreation",12,11600,11600
June 2019,July 2018,2019-07-01,"Information, culture and recreation",12,12700,12700
July 2019,August 2018,2019-08-01,"Information, culture and recreation",12,13100,13100
August 2019,September 2018,2019-09-01,"Information, culture and recreation",12,12600,12600
September 2019,October 2018,2019-10-01,"Information, culture and recreation",12,12200,12200
October 2019,November 2018,2019-11-01,"Information, culture and recreation",12,11600,11600
November 2019,December 2018,2019-12-01,"Information, culture and recreation",12,10700,10700
December 2019,January 2019,2020-01-01,"Information, culture and recreation",12,9900,9900
January 2020,February 2019,2020-02-01,"Information, culture and recreation",12,10200,10200
February 2020,March 2019,2020-03-01,"Information, culture and recreation",12,10700,10700
March 2020,April 2019,2020-04-01,"Information, culture and recreation",12,10000,10000
April 2020,May 2019,2020-05-01,"Information, culture and recreation",12,9000,9000
May 2020,June 2019,2020-06-01,"Information, culture and recreation",12,9000,9000
June 2020,July 2019,2020-07-01,"Information, culture and recreation",12,10500,10500
July 2020,August 2019,2020-08-01,"Information, culture and recreation",12,11800,11800
August 2020,September 2019,2020-09-01,"Information, culture and recreation",12,12000,12000
September 2020,October 2019,2020-10-01,"Information, culture and recreation",12,11300,11300
October 2020,November 2019,2020-11-01,"Information, culture and recreation",12,10100,10100
November 2020,December 2019,2020-12-01,"Information, culture and recreation",12,9200,9200
December 2020,January 2020,2021-01-01,"Information, culture and recreation",12,9100,9100
January 2021,February 2020,2021-02-01,"Information, culture and recreation",12,8900,8900
February 2021,March 2020,2021-03-01,"Information, culture and recreation",12,9100,9100
March 2021,April 2020,2021-04-01,"Information, culture and recreation",12,9000,9000
April 2021,May 2020,2021-05-01,"Information, culture and recreation",12,9000,9000
May 2021,June 2020,2021-06-01,"Information, culture and recreation",12,9400,9400
June 2021,July 2020,2021-07-01,"Information, culture and recreation",12,9400,9400
July 2021,August 2020,2021-08-01,"Information, culture and recreation",12,9500,9500
August 2021,September 2020,2021-09-01,"Information, culture and recreation",12,8800,8800
September 2021,October 2020,2021-10-01,"Information, culture and recreation",12,8400,8400
October 2021,November 2020,2021-11-01,"Information, culture and recreation",12,7900,7900
November 2021,December 2020,2021-12-01,"Information, culture and recreation",12,8100,8100
December 2021,January 2021,2022-01-01,"Information, culture and recreation",12,8600,8600
January 2022,February 2021,2022-02-01,"Information, culture and recreation",12,9000,9000
February 2022,March 2021,2022-03-01,"Information, culture and recreation",12,8900,8900
February 2006,March 2005,2006-03-01,Manufacturing,12,9600,9600
March 2006,April 2005,2006-04-01,Manufacturing,12,9200,9200
April 2006,May 2005,2006-05-01,Manufacturing,12,9600,9600
May 2006,June 2005,2006-06-01,Manufacturing,12,10400,10400
June 2006,July 2005,2006-07-01,Manufacturing,12,11500,11500
July 2006,August 2005,2006-08-01,Manufacturing,12,11500,11500
August 2006,September 2005,2006-09-01,Manufacturing,12,11100,11100
September 2006,October 2005,2006-10-01,Manufacturing,12,11000,11000
October 2006,November 2005,2006-11-01,Manufacturing,12,11500,11500
November 2006,December 2005,2006-12-01,Manufacturing,12,11400,11400
December 2006,January 2006,2007-01-01,Manufacturing,12,11000,11000
January 2007,February 2006,2007-02-01,Manufacturing,12,10600,10600
February 2007,March 2006,2007-03-01,Manufacturing,12,10900,10900
March 2007,April 2006,2007-04-01,Manufacturing,12,11300,11300
April 2007,May 2006,2007-05-01,Manufacturing,12,11800,11800
May 2007,June 2006,2007-06-01,Manufacturing,12,11900,11900
June 2007,July 2006,2007-07-01,Manufacturing,12,12400,12400
July 2007,August 2006,2007-08-01,Manufacturing,12,13300,13300
August 2007,September 2006,2007-09-01,Manufacturing,12,14200,14200
September 2007,October 2006,2007-10-01,Manufacturing,12,14400,14400
October 2007,November 2006,2007-11-01,Manufacturing,12,14000,14000
November 2007,December 2006,2007-12-01,Manufacturing,12,13300,13300
December 2007,January 2007,2008-01-01,Manufacturing,12,12700,12700
January 2008,February 2007,2008-02-01,Manufacturing,12,11900,11900
February 2008,March 2007,2008-03-01,Manufacturing,12,11500,11500
March 2008,April 2007,2008-04-01,Manufacturing,12,11900,11900
April 2008,May 2007,2008-05-01,Manufacturing,12,12300,12300
May 2008,June 2007,2008-06-01,Manufacturing,12,12300,12300
June 2008,July 2007,2008-07-01,Manufacturing,12,11800,11800
July 2008,August 2007,2008-08-01,Manufacturing,12,11800,11800
August 2008,September 2007,2008-09-01,Manufacturing,12,12200,12200
September 2008,October 2007,2008-10-01,Manufacturing,12,12100,12100
October 2008,November 2007,2008-11-01,Manufacturing,12,12100,12100
November 2008,December 2007,2008-12-01,Manufacturing,12,12300,12300
December 2008,January 2008,2009-01-01,Manufacturing,12,12700,12700
January 2009,February 2008,2009-02-01,Manufacturing,12,13200,13200
February 2009,March 2008,2009-03-01,Manufacturing,12,13300,13300
March 2009,April 2008,2009-04-01,Manufacturing,12,13600,13600
April 2009,May 2008,2009-05-01,Manufacturing,12,13300,13300
May 2009,June 2008,2009-06-01,Manufacturing,12,13100,13100
June 2009,July 2008,2009-07-01,Manufacturing,12,13000,13000
July 2009,August 2008,2009-08-01,Manufacturing,12,12900,12900
August 2009,September 2008,2009-09-01,Manufacturing,12,12000,12000
September 2009,October 2008,2009-10-01,Manufacturing,12,10900,10900
October 2009,November 2008,2009-11-01,Manufacturing,12,9900,9900
November 2009,December 2008,2009-12-01,Manufacturing,12,9300,9300
December 2009,January 2009,2010-01-01,Manufacturing,12,8900,8900
January 2010,February 2009,2010-02-01,Manufacturing,12,8500,8500
February 2010,March 2009,2010-03-01,Manufacturing,12,8800,8800
March 2010,April 2009,2010-04-01,Manufacturing,12,9200,9200
April 2010,May 2009,2010-05-01,Manufacturing,12,9800,9800
May 2010,June 2009,2010-06-01,Manufacturing,12,10100,10100
June 2010,July 2009,2010-07-01,Manufacturing,12,10200,10200
July 2010,August 2009,2010-08-01,Manufacturing,12,10400,10400
August 2010,September 2009,2010-09-01,Manufacturing,12,10600,10600
September 2010,October 2009,2010-10-01,Manufacturing,12,10800,10800
October 2010,November 2009,2010-11-01,Manufacturing,12,11000,11000
November 2010,December 2009,2010-12-01,Manufacturing,12,11300,11300
December 2010,January 2010,2011-01-01,Manufacturing,12,11100,11100
January 2011,February 2010,2011-02-01,Manufacturing,12,10700,10700
February 2011,March 2010,2011-03-01,Manufacturing,12,10300,10300
March 2011,April 2010,2011-04-01,Manufacturing,12,10300,10300
April 2011,May 2010,2011-05-01,Manufacturing,12,10100,10100
May 2011,June 2010,2011-06-01,Manufacturing,12,10300,10300
June 2011,July 2010,2011-07-01,Manufacturing,12,10900,10900
July 2011,August 2010,2011-08-01,Manufacturing,12,12000,12000
August 2011,September 2010,2011-09-01,Manufacturing,12,12100,12100
September 2011,October 2010,2011-10-01,Manufacturing,12,12300,12300
October 2011,November 2010,2011-11-01,Manufacturing,12,12300,12300
November 2011,December 2010,2011-12-01,Manufacturing,12,12500,12500
December 2011,January 2011,2012-01-01,Manufacturing,12,12000,12000
January 2012,February 2011,2012-02-01,Manufacturing,12,11800,11800
February 2012,March 2011,2012-03-01,Manufacturing,12,11600,11600
March 2012,April 2011,2012-04-01,Manufacturing,12,11300,11300
April 2012,May 2011,2012-05-01,Manufacturing,12,10800,10800
May 2012,June 2011,2012-06-01,Manufacturing,12,10300,10300
June 2012,July 2011,2012-07-01,Manufacturing,12,10500,10500
July 2012,August 2011,2012-08-01,Manufacturing,12,10100,10100
August 2012,September 2011,2012-09-01,Manufacturing,12,10100,10100
September 2012,October 2011,2012-10-01,Manufacturing,12,10200,10200
October 2012,November 2011,2012-11-01,Manufacturing,12,10400,10400
November 2012,December 2011,2012-12-01,Manufacturing,12,10100,10100
December 2012,January 2012,2013-01-01,Manufacturing,12,9400,9400
January 2013,February 2012,2013-02-01,Manufacturing,12,9500,9500
February 2013,March 2012,2013-03-01,Manufacturing,12,9800,9800
March 2013,April 2012,2013-04-01,Manufacturing,12,10100,10100
April 2013,May 2012,2013-05-01,Manufacturing,12,9900,9900
May 2013,June 2012,2013-06-01,Manufacturing,12,10000,10000
June 2013,July 2012,2013-07-01,Manufacturing,12,10300,10300
July 2013,August 2012,2013-08-01,Manufacturing,12,10200,10200
August 2013,September 2012,2013-09-01,Manufacturing,12,9900,9900
September 2013,October 2012,2013-10-01,Manufacturing,12,9800,9800
October 2013,November 2012,2013-11-01,Manufacturing,12,9900,9900
November 2013,December 2012,2013-12-01,Manufacturing,12,10200,10200
December 2013,January 2013,2014-01-01,Manufacturing,12,10400,10400
January 2014,February 2013,2014-02-01,Manufacturing,12,10200,10200
February 2014,March 2013,2014-03-01,Manufacturing,12,9600,9600
March 2014,April 2013,2014-04-01,Manufacturing,12,9100,9100
April 2014,May 2013,2014-05-01,Manufacturing,12,9200,9200
May 2014,June 2013,2014-06-01,Manufacturing,12,9800,9800
June 2014,July 2013,2014-07-01,Manufacturing,12,10500,10500
July 2014,August 2013,2014-08-01,Manufacturing,12,11500,11500
August 2014,September 2013,2014-09-01,Manufacturing,12,11600,11600
September 2014,October 2013,2014-10-01,Manufacturing,12,11700,11700
October 2014,November 2013,2014-11-01,Manufacturing,12,11100,11100
November 2014,December 2013,2014-12-01,Manufacturing,12,11000,11000
December 2014,January 2014,2015-01-01,Manufacturing,12,10500,10500
January 2015,February 2014,2015-02-01,Manufacturing,12,10100,10100
February 2015,March 2014,2015-03-01,Manufacturing,12,9500,9500
March 2015,April 2014,2015-04-01,Manufacturing,12,9000,9000
April 2015,May 2014,2015-05-01,Manufacturing,12,8900,8900
May 2015,June 2014,2015-06-01,Manufacturing,12,9100,9100
June 2015,July 2014,2015-07-01,Manufacturing,12,9400,9400
July 2015,August 2014,2015-08-01,Manufacturing,12,9400,9400
August 2015,September 2014,2015-09-01,Manufacturing,12,9500,9500
September 2015,October 2014,2015-10-01,Manufacturing,12,9400,9400
October 2015,November 2014,2015-11-01,Manufacturing,12,9700,9700
November 2015,December 2014,2015-12-01,Manufacturing,12,9700,9700
December 2015,January 2015,2016-01-01,Manufacturing,12,9500,9500
January 2016,February 2015,2016-02-01,Manufacturing,12,8800,8800
February 2016,March 2015,2016-03-01,Manufacturing,12,8400,8400
March 2016,April 2015,2016-04-01,Manufacturing,12,8700,8700
April 2016,May 2015,2016-05-01,Manufacturing,12,9200,9200
May 2016,June 2015,2016-06-01,Manufacturing,12,9600,9600
June 2016,July 2015,2016-07-01,Manufacturing,12,9700,9700
July 2016,August 2015,2016-08-01,Manufacturing,12,10100,10100
August 2016,September 2015,2016-09-01,Manufacturing,12,9700,9700
September 2016,October 2015,2016-10-01,Manufacturing,12,9400,9400
October 2016,November 2015,2016-11-01,Manufacturing,12,8900,8900
November 2016,December 2015,2016-12-01,Manufacturing,12,8800,8800
December 2016,January 2016,2017-01-01,Manufacturing,12,8800,8800
January 2017,February 2016,2017-02-01,Manufacturing,12,8400,8400
February 2017,March 2016,2017-03-01,Manufacturing,12,8400,8400
March 2017,April 2016,2017-04-01,Manufacturing,12,8600,8600
April 2017,May 2016,2017-05-01,Manufacturing,12,9600,9600
May 2017,June 2016,2017-06-01,Manufacturing,12,10300,10300
June 2017,July 2016,2017-07-01,Manufacturing,12,10500,10500
July 2017,August 2016,2017-08-01,Manufacturing,12,10600,10600
August 2017,September 2016,2017-09-01,Manufacturing,12,10600,10600
September 2017,October 2016,2017-10-01,Manufacturing,12,11000,11000
October 2017,November 2016,2017-11-01,Manufacturing,12,11000,11000
November 2017,December 2016,2017-12-01,Manufacturing,12,11300,11300
December 2017,January 2017,2018-01-01,Manufacturing,12,11400,11400
January 2018,February 2017,2018-02-01,Manufacturing,12,10700,10700
February 2018,March 2017,2018-03-01,Manufacturing,12,9600,9600
March 2018,April 2017,2018-04-01,Manufacturing,12,8600,8600
April 2018,May 2017,2018-05-01,Manufacturing,12,8700,8700
May 2018,June 2017,2018-06-01,Manufacturing,12,9300,9300
June 2018,July 2017,2018-07-01,Manufacturing,12,10000,10000
July 2018,August 2017,2018-08-01,Manufacturing,12,10200,10200
August 2018,September 2017,2018-09-01,Manufacturing,12,10900,10900
September 2018,October 2017,2018-10-01,Manufacturing,12,10800,10800
October 2018,November 2017,2018-11-01,Manufacturing,12,11200,11200
November 2018,December 2017,2018-12-01,Manufacturing,12,10500,10500
December 2018,January 2018,2019-01-01,Manufacturing,12,10100,10100
January 2019,February 2018,2019-02-01,Manufacturing,12,9400,9400
February 2019,March 2018,2019-03-01,Manufacturing,12,9200,9200
March 2019,April 2018,2019-04-01,Manufacturing,12,9300,9300
April 2019,May 2018,2019-05-01,Manufacturing,12,9800,9800
May 2019,June 2018,2019-06-01,Manufacturing,12,10200,10200
June 2019,July 2018,2019-07-01,Manufacturing,12,10300,10300
July 2019,August 2018,2019-08-01,Manufacturing,12,10600,10600
August 2019,September 2018,2019-09-01,Manufacturing,12,11000,11000
September 2019,October 2018,2019-10-01,Manufacturing,12,11300,11300
October 2019,November 2018,2019-11-01,Manufacturing,12,11800,11800
November 2019,December 2018,2019-12-01,Manufacturing,12,11800,11800
December 2019,January 2019,2020-01-01,Manufacturing,12,11500,11500
January 2020,February 2019,2020-02-01,Manufacturing,12,10700,10700
February 2020,March 2019,2020-03-01,Manufacturing,12,10900,10900
March 2020,April 2019,2020-04-01,Manufacturing,12,10900,10900
April 2020,May 2019,2020-05-01,Manufacturing,12,10200,10200
May 2020,June 2019,2020-06-01,Manufacturing,12,10200,10200
June 2020,July 2019,2020-07-01,Manufacturing,12,10600,10600
July 2020,August 2019,2020-08-01,Manufacturing,12,11700,11700
August 2020,September 2019,2020-09-01,Manufacturing,12,11300,11300
September 2020,October 2019,2020-10-01,Manufacturing,12,10700,10700
October 2020,November 2019,2020-11-01,Manufacturing,12,10100,10100
November 2020,December 2019,2020-12-01,Manufacturing,12,9600,9600
December 2020,January 2020,2021-01-01,Manufacturing,12,9900,9900
January 2021,February 2020,2021-02-01,Manufacturing,12,9900,9900
February 2021,March 2020,2021-03-01,Manufacturing,12,10100,10100
March 2021,April 2020,2021-04-01,Manufacturing,12,10200,10200
April 2021,May 2020,2021-05-01,Manufacturing,12,10900,10900
May 2021,June 2020,2021-06-01,Manufacturing,12,10800,10800
June 2021,July 2020,2021-07-01,Manufacturing,12,10900,10900
July 2021,August 2020,2021-08-01,Manufacturing,12,10800,10800
August 2021,September 2020,2021-09-01,Manufacturing,12,11200,11200
September 2021,October 2020,2021-10-01,Manufacturing,12,11400,11400
October 2021,November 2020,2021-11-01,Manufacturing,12,12000,12000
November 2021,December 2020,2021-12-01,Manufacturing,12,11900,11900
December 2021,January 2021,2022-01-01,Manufacturing,12,12200,12200
January 2022,February 2021,2022-02-01,Manufacturing,12,11900,11900
February 2022,March 2021,2022-03-01,Manufacturing,12,11900,11900
February 2006,March 2005,2006-03-01,Other services (except public administration),12,8200,8200
March 2006,April 2005,2006-04-01,Other services (except public administration),12,7800,7800
September 2021,October 2020,2021-10-01,Other services (except public administration),12,7300,7300
October 2021,November 2020,2021-11-01,Other services (except public administration),12,6900,6900
November 2021,December 2020,2021-12-01,Other services (except public administration),12,7200,7200
December 2021,January 2021,2022-01-01,Other services (except public administration),12,7600,7600
January 2022,February 2021,2022-02-01,Other services (except public administration),12,7900,7900
February 2022,March 2021,2022-03-01,Other services (except public administration),12,8500,8500
February 2006,March 2005,2006-03-01,"Professional, scientific and technical services",12,13200,13200
March 2006,April 2005,2006-04-01,"Professional, scientific and technical services",12,13200,13200
September 2021,October 2020,2021-10-01,"Professional, scientific and technical services",12,26800,26800
October 2021,November 2020,2021-11-01,"Professional, scientific and technical services",12,26300,26300
November 2021,December 2020,2021-12-01,"Professional, scientific and technical services",12,25900,25900
December 2021,January 2021,2022-01-01,"Professional, scientific and technical services",12,25800,25800
January 2022,February 2021,2022-02-01,"Professional, scientific and technical services",12,25900,25900
February 2022,March 2021,2022-03-01,"Professional, scientific and technical services",12,26600,26600
February 2006,March 2005,2006-03-01,Public administration,12,18200,18200
March 2006,April 2005,2006-04-01,Public administration,12,18500,18500
September 2021,October 2020,2021-10-01,Public administration,12,17600,17600
October 2021,November 2020,2021-11-01,Public administration,12,16700,16700
November 2021,December 2020,2021-12-01,Public administration,12,16400,16400
December 2021,January 2021,2022-01-01,Public administration,12,16900,16900
January 2022,February 2021,2022-02-01,Public administration,12,17600,17600
February 2022,March 2021,2022-03-01,Public administration,12,18000,18000
February 2006,March 2005,2006-03-01,Services-producing sector,12,174800,174800
March 2006,April 2005,2006-04-01,Services-producing sector,12,178000,178000
September 2021,October 2020,2021-10-01,Services-producing sector,12,209500,209500
October 2021,November 2020,2021-11-01,Services-producing sector,12,208200,208200
November 2021,December 2020,2021-12-01,Services-producing sector,12,207400,207400
December 2021,January 2021,2022-01-01,Services-producing sector,12,205700,205700
January 2022,February 2021,2022-02-01,Services-producing sector,12,205300,205300
February 2022,March 2021,2022-03-01,Services-producing sector,12,204100,204100
February 2006,March 2005,2006-03-01,"Total employed, all industries",12,198100,198100
March 2006,April 2005,2006-04-01,"Total employed, all industries",12,200400,200400
September 2021,October 2020,2021-10-01,"Total employed, all industries",12,243000,243000
October 2021,November 2020,2021-11-01,"Total employed, all industries",12,242400,242400
November 2021,December 2020,2021-12-01,"Total employed, all industries",12,242300,242300
December 2021,January 2021,2022-01-01,"Total employed, all industries",12,241200,241200
January 2022,February 2021,2022-02-01,"Total employed, all industries",12,240400,240400
February 2022,March 2021,2022-03-01,"Total employed, all industries",12,239500,239500
February 2006,March 2005,2006-03-01,Transportation and warehousing,12,11500,11500
March 2006,April 2005,2006-04-01,Transportation and warehousing,12,11600,11600
April 2007,May 2006,2007-05-01,Transportation and warehousing,12,9300,9300
May 2007,June 2006,2007-06-01,Transportation and warehousing,12,9000,9000
June 2007,July 2006,2007-07-01,Transportation and warehousing,12,8900,8900
July 2007,August 2006,2007-08-01,Transportation and warehousing,12,9200,9200
August 2007,September 2006,2007-09-01,Transportation and warehousing,12,9200,9200
September 2007,October 2006,2007-10-01,Transportation and warehousing,12,9100,9100
October 2007,November 2006,2007-11-01,Transportation and warehousing,12,9200,9200
November 2007,December 2006,2007-12-01,Transportation and warehousing,12,9100,9100
December 2007,January 2007,2008-01-01,Transportation and warehousing,12,9100,9100
January 2008,February 2007,2008-02-01,Transportation and warehousing,12,8800,8800
February 2008,March 2007,2008-03-01,Transportation and warehousing,12,9000,9000
March 2008,April 2007,2008-04-01,Transportation and warehousing,12,9000,9000
